epoch, wall, LR,training_loss_force_constant,training_loss_e,training_loss,training_f_mae,training_e/N_mae,training_force_constant_mae,validation_loss_force_constant,validation_loss_e,validation_loss,validation_f_mae,validation_e/N_mae,validation_force_constant_mae
       172, 5459.186,    0.005,           678.11,           21.577,           699.68,        0.684,         3.49,          678,           561.33,           1.0661,           562.39,         1.24,        0.925,          561
       173, 5490.439,    0.005,           561.93,           6.9228,           568.85,        0.582,         2.12,          562,           550.19,          0.98814,           551.17,         1.22,        0.879,          550
       174, 5521.705,    0.005,            665.8,           13.845,           679.65,        0.552,         3.08,          666,           561.17,           1.1505,           562.32,         1.18,        0.939,          561
       175, 5552.948,    0.005,           653.51,           30.196,            683.7,         0.57,         4.37,          654,            552.5,           1.2303,           553.73,         1.14,         0.83,          553
       176, 5584.193,    0.005,           567.49,           20.087,           587.58,        0.632,          2.9,          567,           548.37,          0.89372,           549.26,         1.13,        0.794,          548
       177, 5615.478,    0.005,           747.68,             31.6,           779.28,        0.606,         4.37,          748,           557.04,           1.1136,           558.15,         1.15,        0.861,          557
       178, 5646.728,    0.005,           563.76,           43.193,           606.95,        0.619,         5.78,          564,           543.21,           2.2299,           545.44,         1.12,        0.982,          543
       179, 5677.963,    0.005,           592.99,           34.599,           627.59,        0.517,         4.86,          593,           539.69,           2.1762,           541.87,         1.09,        0.853,          540
       180, 5709.186,    0.005,           597.61,             17.8,           615.41,        0.545,         3.56,          598,           545.46,           2.7358,           548.19,         1.06,        0.945,          545
       181, 5740.414,    0.005,           574.86,            23.94,            598.8,        0.589,          3.9,          575,           568.48,           2.4414,           570.92,         1.05,        0.974,          568
       182, 5771.688,    0.005,           570.62,           4.4838,            575.1,         0.55,         1.57,          571,           567.11,           2.0162,           569.13,         1.09,        0.894,          567
       183, 5802.913,    0.005,           554.24,           10.827,           565.06,        0.536,         2.59,          554,           555.28,           1.6332,           556.92,         1.07,        0.884,          555
       184, 5834.150,    0.005,           656.79,           31.812,            688.6,        0.531,         4.22,          657,           546.03,           1.4436,           547.48,         1.04,        0.895,          546
       185, 5865.411,    0.005,           565.04,            5.681,           570.72,        0.549,         1.65,          565,           531.88,           1.3183,            533.2,         1.05,        0.853,          532
       186, 5896.670,    0.005,           466.07,           5.5972,           471.67,        0.477,         1.77,          466,           516.06,           1.2358,           517.29,         1.04,        0.813,          516
       187, 5927.983,    0.005,           562.11,           5.4368,           567.54,        0.536,         1.92,          562,           511.26,           1.1157,           512.37,         1.06,        0.798,          511
       188, 5959.278,    0.005,           543.57,           7.6223,           551.19,         0.54,         2.19,          544,           517.05,           1.0816,           518.13,         1.05,        0.766,          517
       189, 5990.531,    0.005,           480.05,           4.6101,           484.66,        0.532,         1.76,          480,           530.53,           1.0318,           531.56,         1.04,        0.752,          531
       190, 6021.793,    0.005,           469.96,             9.05,           479.01,        0.515,         2.46,          470,           521.96,           1.0885,           523.04,         1.04,        0.761,          522
       191, 6052.999,    0.005,           503.49,           3.0739,           506.57,        0.466,         1.49,          503,           515.23,          0.81804,           516.05,         1.05,        0.726,          515
       192, 6084.186,    0.005,           517.96,             11.8,           529.76,         0.51,         2.81,          518,           506.29,            0.654,           506.95,         1.02,        0.555,          506
       193, 6115.407,    0.005,            593.7,           7.3308,           601.03,        0.551,         1.96,          594,           500.18,          0.56119,           500.74,         1.01,        0.559,          500
       194, 6146.633,    0.005,           525.95,           6.7898,           532.74,        0.506,         2.09,          526,           495.02,           0.6509,           495.67,        0.929,        0.619,          495
       195, 6177.966,    0.005,           612.68,           8.7351,           621.41,        0.462,         2.32,          613,           500.67,          0.65361,           501.32,        0.936,        0.712,          501
       196, 6209.179,    0.005,           482.94,           6.9094,           489.85,         0.54,         2.21,          483,           508.12,          0.68549,           508.81,        0.946,        0.768,          508
       197, 6240.416,    0.005,           542.22,            6.577,           548.79,        0.469,          1.9,          542,           512.63,          0.70972,           513.34,        0.941,        0.745,          513
       198, 6271.591,    0.005,            740.4,           19.002,            759.4,        0.513,         3.12,          740,           567.63,          0.77789,           568.41,        0.983,        0.808,          568
       199, 6302.828,    0.005,           551.78,           17.038,           568.82,        0.461,         3.36,          552,           590.28,          0.79801,           591.07,        0.988,        0.787,          590
       200, 6333.999,    0.005,           457.84,           5.5269,           463.37,         0.46,         1.81,          458,           552.76,          0.59736,           553.36,        0.962,        0.728,          553
       201, 6365.232,    0.005,           479.28,           8.5634,           487.84,        0.459,         2.13,          479,           543.42,          0.60923,           544.03,        0.982,        0.759,          543
