epoch, batch, loss, loss_force_constant, loss_e, f_mae, e/N_mae, force_constant_mae
   28,    86,           660.09,           659.97,          0.11671,          0.16244,          0.34163,           659.97
   28,    87,           950.97,           950.96,        0.0068011,          0.10394,         0.082469,           950.96
   28,    88,            987.8,           987.51,          0.28793,          0.26397,          0.53659,           987.51
   28,    89,           795.21,           795.17,         0.044063,          0.41331,          0.20991,           795.17
   28,    90,           836.17,           836.15,         0.019329,          0.11335,          0.13903,           836.15
   28,    91,           1659.3,           1658.5,           0.7549,          0.74911,          0.86885,           1658.5
   28,    92,           702.43,           702.17,          0.25562,         0.085484,          0.50558,           702.17
   28,    93,           1278.7,           1278.4,          0.24381,          0.13242,          0.49377,           1278.4
   28,    94,           560.28,           560.04,          0.23643,          0.23775,          0.48624,           560.04
   28,    95,           996.43,           996.42,        0.0036659,         0.083533,         0.060547,           996.42
   28,    96,           928.77,           928.12,          0.64319,          0.19154,          0.80199,           928.12
   28,    97,           742.75,            741.4,           1.3472,         0.084973,           1.1607,            741.4
   28,    98,           1123.8,           1123.6,          0.22974,          0.28127,          0.47932,           1123.6
   28,    99,           982.95,           982.65,          0.29514,          0.29057,          0.54326,           982.65
   28,   100,           983.98,           983.97,          0.01026,          0.17426,          0.10129,           983.97
   28,   101,           1218.1,           1218.1,       0.00091771,          0.31659,         0.030294,           1218.1
   28,   102,           1145.1,           1145.1,         0.048189,          0.23889,          0.21952,           1145.1
   28,   103,           1154.7,           1154.4,          0.29602,          0.22101,          0.54408,           1154.4
   28,   104,             1156,           1155.6,            0.405,          0.35401,          0.63639,           1155.6
   28,   105,            976.5,           976.13,          0.36688,          0.18048,           0.6057,           976.13
   28,   106,           428.45,           424.88,           3.5759,         0.051954,            1.891,           424.88
   28,   107,           136.75,              136,          0.74988,       7.1943e-06,          0.86595,              136
   28,   108,             1130,             1130,        0.0051039,          0.28441,         0.071442,             1130
   28,   109,           1161.6,             1161,          0.58363,          0.23244,          0.76396,             1161
